TF,Fast,Slow,Band,TP,SL,ROE,Trades,WinRate
0.5min,3,60,50,0.02,0.02,1.3440000000000225,92,51.08695652173913
5min,9,50,50,0.01,0.02,1.343999999999994,151,67.54966887417218
0.5min,6,20,20,0.03,0.02,1.3420000000000556,73,43.83561643835616
15min,6,10,20,0.01,0.02,1.3415000000000248,52,73.07692307692307
5min,6,26,20,0.01,0.02,1.3400000000000318,172,67.44186046511628
15min,12,20,20,0.01,0.01,1.336500000000001,63,60.317460317460316
0.5min,6,20,20,0.02,0.03,1.3350000000000364,83,60.24096385542169
15min,6,60,50,0.01,0.01,1.3345000000000056,88,56.81818181818182
5min,9,20,20,0.01,0.01,1.3335000000001003,164,54.268292682926834
5min,12,26,50,0.03,0.02,1.331999999999951,46,47.82608695652174
5min,3,50,50,0.03,0.02,1.3319999999999084,98,42.857142857142854
15min,9,60,50,0.01,0.03,1.3315000000000339,78,76.92307692307693
5min,3,20,30,0.03,0.01,1.3309999999999889,112,30.357142857142854
5min,3,15,10,0.03,0.01,1.3294999999999675,150,29.333333333333332
5min,3,15,30,0.02,0.02,1.327999999999932,91,53.84615384615385
5min,6,10,20,0.03,0.01,1.3264999999999958,50,36.0
0.5min,9,50,10,0.02,0.02,1.3215000000001424,296,50.0
5min,12,20,50,0.01,0.01,1.3199999999999932,30,73.33333333333333
15min,9,60,10,0.01,0.01,1.319999999999979,102,55.88235294117647
15min,9,60,30,0.01,0.03,1.319000000000031,86,76.74418604651163
15min,12,50,10,0.01,0.01,1.3174999999999955,100,56.00000000000001
15min,6,60,10,0.01,0.01,1.3174999999999812,104,55.769230769230774
15min,3,26,50,0.01,0.02,1.3170000000000215,69,71.01449275362319
15min,9,26,50,0.01,0.01,1.3160000000000167,55,61.81818181818181
5min,12,20,50,0.01,0.03,1.3159999999999883,29,86.20689655172413
5min,6,50,50,0.01,0.02,1.3155000000000285,149,67.78523489932886
15min,9,10,10,0.01,0.03,1.3155000000000143,18,94.44444444444444
0.5min,6,50,10,0.03,0.02,1.3150000000000261,244,40.98360655737705
5min,3,15,30,0.02,0.01,1.3139999999999645,102,40.19607843137255
0.5min,9,60,50,0.02,0.02,1.3130000000000308,57,54.385964912280706
0.5min,3,20,50,0.03,0.02,1.3124999999999858,29,48.275862068965516
0.5min,6,50,50,0.03,0.03,1.3104999999999762,38,55.26315789473685
0.5min,9,50,30,0.02,0.02,1.309000000000026,106,50.943396226415096
1min,9,50,20,0.02,0.03,1.3060000000000542,182,60.43956043956044
5min,6,60,50,0.03,0.02,1.3054999999999097,103,42.71844660194174
1min,3,20,20,0.05,0.02,1.305000000000092,104,30.76923076923077
0.5min,6,20,10,0.05,0.03,1.2990000000000492,118,38.983050847457626
15min,12,50,20,0.01,0.03,1.299000000000035,86,76.74418604651163
5min,12,50,50,0.01,0.02,1.297999999999945,133,67.66917293233082
1min,3,50,50,0.05,0.03,1.2975000000000279,55,40.0
15min,12,20,30,0.01,0.01,1.2940000000000254,51,62.745098039215684
15min,12,60,20,0.01,0.01,1.293999999999997,100,56.00000000000001
0.5min,6,50,50,0.05,0.02,1.2929999999999637,35,34.285714285714285
15min,9,20,10,0.01,0.01,1.2885000000000275,83,56.62650602409639
1min,3,26,50,0.05,0.02,1.2880000000000393,35,34.285714285714285
5min,9,15,10,0.01,0.01,1.2865000000001316,180,53.888888888888886
1min,6,50,30,0.03,0.03,1.2865000000000038,111,51.35135135135135
0.5min,6,50,10,0.02,0.02,1.2855000000001553,324,50.0
5min,6,20,30,0.03,0.01,1.2855000000000274,105,30.476190476190478
0.5min,3,50,20,0.03,0.03,1.2850000000000392,177,50.847457627118644
15min,6,50,20,0.01,0.01,1.28449999999998,96,56.25
1min,6,20,10,0.05,0.01,1.2825000000001552,203,19.21182266009852
1min,9,50,10,0.03,0.01,1.2820000000000533,331,27.19033232628399
1min,3,50,30,0.03,0.01,1.280500000000032,226,27.876106194690266
1min,12,20,10,0.05,0.03,1.2800000000000438,61,39.34426229508197
15min,3,60,10,0.01,0.02,1.27800000000002,106,68.86792452830188
0.5min,6,26,30,0.05,0.03,1.276500000000027,36,41.66666666666667
0.5min,3,26,20,0.02,0.02,1.2760000000000673,178,50.56179775280899
15min,12,50,20,0.01,0.01,1.271000000000015,91,56.043956043956044
15min,6,15,10,0.01,0.01,1.2700000000000387,78,57.692307692307686
0.5min,6,10,10,0.03,0.01,1.2700000000000102,75,32.0
5min,6,20,20,0.03,0.02,1.267499999999913,108,42.592592592592595
1min,6,26,10,0.02,0.02,1.2650000000001569,256,51.171875
1min,3,60,50,0.03,0.02,1.2625000000000455,107,42.99065420560748
15min,12,26,10,0.01,0.01,1.2615000000000123,85,56.470588235294116
15min,9,50,30,0.01,0.02,1.2590000000000146,88,69.31818181818183
5min,3,20,50,0.05,0.02,1.2569999999999624,47,34.04255319148936
0.5min,9,26,10,0.05,0.02,1.2555000000000405,125,30.4
0.5min,3,26,20,0.05,0.03,1.2540000000000333,103,38.83495145631068
0.5min,12,26,10,0.05,0.03,1.2530000000000001,82,39.02439024390244
5min,3,26,50,0.02,0.02,1.2499999999999574,90,53.333333333333336
0.5min,6,60,30,0.05,0.03,1.2470000000000283,86,39.53488372093023
5min,6,50,30,0.03,0.02,1.2469999999999288,113,42.47787610619469
0.5min,9,60,30,0.05,0.01,1.246000000000052,125,20.0
5min,6,60,50,0.01,0.01,1.2455000000000638,179,53.072625698324025
0.5min,9,60,30,0.03,0.03,1.2449999999999761,95,51.578947368421055
15min,12,15,10,0.01,0.01,1.244000000000014,54,61.111111111111114
5min,12,15,20,0.02,0.03,1.241999999999976,23,73.91304347826086
5min,6,15,30,0.05,0.02,1.2404999999999404,47,34.04255319148936
0.5min,6,50,30,0.05,0.01,1.239500000000021,107,19.626168224299064
0.5min,6,26,30,0.03,0.03,1.239500000000021,47,53.191489361702125
0.5min,3,15,50,0.02,0.02,1.2379999999999995,25,60.0
1min,12,60,20,0.02,0.02,1.2375000000000966,246,51.21951219512195
0.5min,3,26,20,0.05,0.01,1.2375000000000824,155,19.35483870967742
15min,12,26,10,0.01,0.02,1.2374999999999972,85,69.41176470588235
0.5min,6,15,20,0.03,0.01,1.2360000000000042,65,32.30769230769231
15min,12,60,10,0.01,0.01,1.23599999999999,105,55.23809523809524
5min,6,50,20,0.03,0.02,1.2349999999999284,121,42.14876033057851
5min,6,10,10,0.01,0.01,1.2340000000000657,136,55.14705882352941
5min,6,26,10,0.01,0.01,1.2265000000000725,222,52.702702702702695
5min,3,15,50,0.05,0.01,1.2265000000000157,50,24.0
5min,9,15,20,0.03,0.03,1.225999999999999,49,55.10204081632652
15min,9,10,20,0.03,0.01,1.2209999999999894,8,75.0
0.5min,9,50,30,0.05,0.02,1.2185000000000201,67,31.343283582089555
0.5min,12,60,20,0.03,0.01,1.2174999999999727,222,27.927927927927925
5min,12,15,20,0.01,0.03,1.2134999999999962,24,87.5
1min,12,50,30,0.03,0.03,1.21250000000002,93,51.61290322580645
5min,9,26,30,0.01,0.01,1.2120000000001028,160,53.75
5min,9,20,30,0.01,0.03,1.211500000000001,84,77.38095238095238
15min,9,60,30,0.01,0.01,1.2105000000000103,91,56.043956043956044
0.5min,3,15,20,0.03,0.02,1.206500000000048,93,43.01075268817204
0.5min,9,50,20,0.02,0.02,1.2050000000001404,185,50.27027027027027
5min,9,20,50,0.03,0.02,1.203999999999965,32,50.0
15min,9,15,10,0.01,0.01,1.2030000000000314,76,56.57894736842105
5min,3,20,50,0.01,0.03,1.2019999999999413,70,77.14285714285715
1min,6,10,10,0.03,0.02,1.1990000000000265,61,44.26229508196721
5min,9,60,10,0.03,0.02,1.1984999999999104,135,42.22222222222222
1min,6,10,10,0.03,0.03,1.1955000000000382,53,52.83018867924528
5min,3,10,30,0.01,0.03,1.1944999999999624,61,77.04918032786885
15min,6,26,10,0.01,0.01,1.1925000000000239,87,56.32183908045977
5min,6,15,50,0.03,0.02,1.192499999999967,32,50.0
5min,9,20,50,0.01,0.01,1.1900000000000261,39,66.66666666666666
15min,12,26,20,0.01,0.03,1.1885000000000474,73,76.71232876712328
5min,6,10,30,0.03,0.03,1.1880000000000024,15,66.66666666666666
5min,3,20,20,0.02,0.01,1.1875,158,37.9746835443038
0.5min,12,60,30,0.03,0.03,1.186000000000064,81,51.85185185185185
0.5min,9,60,30,0.03,0.02,1.1835000000000377,109,42.201834862385326
15min,3,10,20,0.01,0.01,1.183000000000007,71,57.74647887323944
0.5min,6,20,10,0.05,0.01,1.1820000000000306,187,18.71657754010695
1min,3,26,20,0.03,0.03,1.1810000000000684,144,50.69444444444444
5min,6,10,10,0.01,0.02,1.1785000000000423,123,68.29268292682927
15min,3,26,30,0.01,0.02,1.1780000000000257,79,69.62025316455697
0.5min,9,50,30,0.03,0.03,1.176000000000073,75,52.0
15min,3,10,30,0.01,0.01,1.1760000000000161,65,58.46153846153847
0.5min,3,26,10,0.05,0.02,1.175999999999945,177,29.37853107344633
5min,6,50,30,0.01,0.01,1.1725000000000705,199,52.76381909547738
0.5min,9,50,50,0.05,0.02,1.1700000000000443,28,35.714285714285715
0.5min,6,60,50,0.03,0.02,1.169499999999985,54,44.44444444444444
5min,3,60,10,0.02,0.01,1.1680000000000916,195,36.92307692307693
15min,12,26,20,0.01,0.01,1.1675000000000324,78,56.41025641025641
1min,6,60,30,0.05,0.01,1.167500000000004,182,19.230769230769234
0.5min,9,60,30,0.05,0.02,1.1665000000000703,86,31.3953488372093
15min,3,10,10,0.01,0.02,1.1655000000000229,76,69.73684210526315
0.5min,6,26,20,0.02,0.03,1.1614999999999611,111,59.45945945945946
5min,12,20,30,0.01,0.01,1.1610000000000724,60,60.0
1min,6,15,10,0.03,0.03,1.1605000000000985,122,50.81967213114754
0.5min,3,10,10,0.02,0.03,1.15949999999998,173,59.53757225433526
0.5min,9,15,10,0.05,0.03,1.1590000000000344,42,40.476190476190474
0.5min,3,20,20,0.05,0.02,1.1589999999999492,98,30.612244897959183
5min,3,26,50,0.03,0.02,1.1559999999999633,76,43.42105263157895
0.5min,9,20,10,0.02,0.02,1.1550000000000011,142,50.0
15min,12,26,20,0.01,0.02,1.1550000000000011,78,69.23076923076923
5min,6,10,50,0.05,0.01,1.1455000000000126,8,50.0
1min,3,10,30,0.03,0.02,1.1454999999999984,34,47.05882352941176
0.5min,6,10,10,0.02,0.01,1.1450000000000244,89,38.20224719101123
15min,9,60,50,0.01,0.01,1.144500000000022,83,55.42168674698795
0.5min,3,20,50,0.02,0.03,1.1430000000000007,32,62.5
15min,6,10,50,0.01,0.01,1.1390000000000242,14,92.85714285714286
5min,9,15,30,0.03,0.02,1.1384999999999792,35,48.57142857142857
5min,3,15,20,0.02,0.01,1.1369999999999862,142,38.028169014084504
15min,3,20,50,0.01,0.01,1.13600000000001,64,57.8125
5min,3,26,10,0.03,0.01,1.1354999999999649,154,28.57142857142857
1min,6,60,50,0.05,0.01,1.135000000000062,103,20.388349514563107
15min,3,15,30,0.01,0.02,1.1340000000000288,67,70.1492537313433
5min,6,26,20,0.01,0.01,1.1300000000000665,199,52.76381909547738
1min,6,26,20,0.03,0.02,1.1290000000000617,124,41.935483870967744
5min,12,20,20,0.01,0.01,1.1285000000000451,110,55.45454545454545
0.5min,12,60,20,0.02,0.01,1.1270000000001374,299,35.785953177257525
0.5min,6,60,10,0.03,0.01,1.1260000000000758,376,27.127659574468083
5min,9,15,30,0.01,0.01,1.1260000000000474,42,64.28571428571429
0.5min,9,60,20,0.03,0.02,1.125500000000045,166,40.963855421686745
5min,6,15,10,0.03,0.02,1.1254999999999313,120,42.5
5min,6,15,50,0.01,0.01,1.1245000000000402,41,65.85365853658537
0.5min,3,10,20,0.03,0.01,1.1244999999999834,70,32.857142857142854
0.5min,6,26,30,0.05,0.01,1.123000000000033,61,21.311475409836063
5min,3,26,30,0.03,0.01,1.1229999999999905,127,29.133858267716533
5min,3,10,20,0.03,0.02,1.1229999999999478,76,43.42105263157895
15min,3,10,30,0.01,0.02,1.121500000000026,64,70.3125
1min,9,20,10,0.02,0.03,1.1209999999999383,152,59.86842105263158
5min,3,60,20,0.02,0.03,1.1204999999998932,130,60.76923076923077
0.5min,12,20,10,0.02,0.02,1.11850000000004,90,51.11111111111111
0.5min,9,26,10,0.02,0.03,1.1170000000001465,180,59.44444444444444
15min,3,50,10,0.01,0.02,1.1165000000000163,101,68.31683168316832
1min,9,60,20,0.02,0.02,1.1140000000000896,252,50.79365079365079
15min,12,50,10,0.01,0.03,1.1140000000000327,95,75.78947368421053
5min,3,20,10,0.03,0.01,1.1139999999999617,154,28.57142857142857
0.5min,6,60,20,0.02,0.01,1.1130000000000706,342,35.08771929824561
15min,9,60,50,0.01,0.02,1.1130000000000138,83,68.67469879518072
5min,6,20,10,0.01,0.01,1.1115000000000634,219,52.51141552511416
0.5min,3,20,30,0.02,0.03,1.1105000000000445,70,60.0
1min,6,20,30,0.05,0.02,1.1090000000000515,35,34.285714285714285
5min,12,26,30,0.01,0.01,1.1040000000000276,111,54.95495495495496
5min,6,10,20,0.01,0.01,1.1030000000000655,58,60.3448275862069
0.5min,9,50,50,0.03,0.02,1.1030000000000086,37,45.94594594594595
15min,12,15,50,0.03,0.01,1.1025000000000063,9,66.66666666666666
5min,3,60,30,0.03,0.02,1.1004999999999256,112,41.964285714285715
5min,9,20,30,0.01,0.01,1.0990000000000748,102,55.88235294117647
0.5min,12,20,10,0.05,0.02,1.099000000000018,57,31.57894736842105
0.5min,12,50,10,0.02,0.02,1.096500000000205,281,49.8220640569395
5min,3,10,10,0.03,0.02,1.093999999999923,108,42.592592592592595
5min,9,15,20,0.02,0.03,1.092999999999975,61,63.934426229508205
15min,3,15,30,0.01,0.01,1.0915000000000106,68,57.35294117647059
0.5min,9,26,20,0.05,0.03,1.0910000000000082,45,40.0
15min,12,60,20,0.01,0.03,1.0905000000000342,95,75.78947368421053
1min,6,50,20,0.02,0.02,1.0875000000001336,244,50.81967213114754
0.5min,9,26,10,0.02,0.02,1.0870000000001596,201,50.24875621890548
1min,3,26,20,0.05,0.01,1.0860000000000838,170,18.823529411764707
5min,6,10,20,0.05,0.02,1.08599999999997,38,34.21052631578947
1min,12,60,20,0.03,0.02,1.0855000000001098,180,41.66666666666667
0.5min,12,60,10,0.03,0.01,1.0855000000000814,351,27.065527065527068
0.5min,12,50,10,0.03,0.01,1.0855000000000814,332,27.10843373493976
0.5min,3,15,30,0.01,0.02,1.0849999999999795,75,66.66666666666666
5min,6,15,50,0.01,0.03,1.0845000000000056,38,81.57894736842105
15min,3,20,50,0.01,0.02,1.0815000000000339,63,69.84126984126983
0.5min,6,10,10,0.01,0.02,1.0814999999999912,84,66.66666666666666
0.5min,3,60,20,0.03,0.03,1.0805000000000007,190,50.526315789473685
15min,9,10,20,0.03,0.02,1.079999999999984,8,75.0
15min,3,10,50,0.01,0.02,1.0770000000000124,35,74.28571428571429
5min,6,20,10,0.03,0.02,1.0769999999999271,126,42.06349206349206
5min,12,15,20,0.01,0.01,1.0760000000000076,25,72.0
1min,3,50,30,0.03,0.02,1.0760000000000076,162,41.358024691358025
5min,9,60,10,0.01,0.02,1.0754999999999342,213,66.19718309859155
0.5min,9,26,30,0.02,0.02,1.0740000000000123,50,54.0
0.5min,3,10,10,0.03,0.02,1.0725000000000193,148,41.21621621621622
5min,6,15,10,0.01,0.02,1.0725000000000051,178,66.85393258426966
5min,3,50,30,0.03,0.01,1.0694999999999482,137,28.467153284671532
0.5min,3,26,10,0.05,0.01,1.0689999999999884,252,18.650793650793652
1min,6,20,10,0.03,0.02,1.0665000000000617,178,41.57303370786517
15min,12,50,10,0.01,0.02,1.0664999999999907,100,68.0
5min,6,26,50,0.01,0.01,1.065500000000057,109,55.04587155963303
15min,6,10,50,0.01,0.02,1.0655000000000285,14,92.85714285714286
1min,3,10,30,0.03,0.03,1.0645000000000238,29,55.172413793103445
5min,6,15,30,0.02,0.01,1.0625000000000426,84,40.476190476190474
0.5min,9,60,10,0.03,0.01,1.061500000000109,362,27.071823204419886
1min,9,20,10,0.05,0.02,1.0605000000001041,111,30.630630630630627
5min,6,15,20,0.03,0.01,1.0600000000000165,108,29.629629629629626
0.5min,6,50,20,0.03,0.03,1.0575000000000756,149,50.33557046979866
1min,12,60,30,0.05,0.01,1.0565000000000282,163,19.018404907975462
0.5min,9,20,10,0.03,0.02,1.0540000000000447,115,41.73913043478261
5min,3,26,50,0.03,0.01,1.0534999999999854,89,30.337078651685395
1min,12,50,20,0.05,0.01,1.052000000000021,199,19.09547738693467
5min,6,10,50,0.05,0.03,1.0519999999999925,6,66.66666666666666
0.5min,3,15,10,0.05,0.03,1.050500000000028,137,37.22627737226277
0.5min,3,20,10,0.02,0.03,1.0495000000000374,249,59.036144578313255
0.5min,12,26,10,0.02,0.03,1.0475000000001131,138,59.42028985507246
0.5min,6,20,30,0.03,0.03,1.0464999999999947,37,54.054054054054056
1min,6,20,20,0.05,0.02,1.046000000000035,72,30.555555555555557
5min,6,15,20,0.03,0.02,1.0454999999999472,89,42.69662921348314
0.5min,3,20,30,0.02,0.01,1.0445000000000562,101,37.62376237623762
0.5min,9,60,50,0.03,0.02,1.0430000000000064,43,44.18604651162791
15min,12,60,20,0.01,0.02,1.0429999999999922,100,68.0
5min,6,20,50,0.03,0.02,1.0409999999999684,48,45.83333333333333
0.5min,9,50,30,0.03,0.02,1.0395000000001033,87,42.5287356321839
15min,9,60,30,0.01,0.02,1.0395000000000039,91,68.13186813186813
1min,6,60,50,0.02,0.02,1.037500000000108,108,52.77777777777778
5min,3,15,50,0.01,0.03,1.0359999999999587,56,76.78571428571429
1min,12,60,30,0.03,0.01,1.0325000000000983,198,27.77777777777778
15min,12,50,20,0.01,0.02,1.0319999999999965,91,68.13186813186813
0.5min,3,20,20,0.02,0.03,1.0290000000000958,140,59.285714285714285
0.5min,9,26,30,0.03,0.02,1.027000000000001,38,44.73684210526316
5min,9,26,50,0.01,0.01,1.0260000000000389,91,56.043956043956044
15min,3,15,10,0.01,0.02,1.0260000000000247,80,68.75
5min,6,15,30,0.02,0.02,1.0259999999999962,75,53.333333333333336
0.5min,9,26,10,0.05,0.01,1.025500000000207,182,18.681318681318682
0.5min,6,50,20,0.05,0.02,1.025500000000008,131,29.770992366412212
15min,12,60,10,0.01,0.02,1.0239999999999867,105,67.61904761904762
0.5min,6,60,30,0.02,0.01,1.0239999999999299,231,35.4978354978355
0.5min,3,20,20,0.03,0.02,1.0215000000000174,118,41.52542372881356
5min,9,20,50,0.01,0.03,1.0215000000000032,37,81.08108108108108
15min,3,60,20,0.01,0.02,1.0210000000000008,100,68.0
5min,6,60,10,0.03,0.02,1.0199999999998823,135,41.48148148148148
5min,3,15,30,0.03,0.01,1.0194999999999794,90,30.0
0.5min,3,60,10,0.02,0.01,1.019000000000048,536,34.701492537313435
0.5min,9,50,10,0.05,0.02,1.0184999999999604,175,29.714285714285715
15min,12,50,30,0.01,0.03,1.018000000000029,82,75.60975609756098
1min,3,20,50,0.05,0.02,1.0170000000000243,26,34.61538461538461
15min,3,60,30,0.01,0.02,1.015999999999977,97,68.04123711340206
0.5min,12,26,10,0.02,0.02,1.0155000000001024,157,49.681528662420384
0.5min,6,26,30,0.03,0.01,1.0155000000000172,79,30.37974683544304
5min,3,20,50,0.02,0.03,1.0139999999999247,64,62.5
15min,3,20,10,0.01,0.02,1.0115000000000265,83,68.67469879518072
0.5min,6,15,20,0.01,0.02,1.0094999999999459,77,66.23376623376623
15min,3,20,20,0.01,0.02,1.0075000000000216,80,68.75
1min,6,60,50,0.05,0.03,1.0074999999999932,53,39.62264150943396
5min,3,15,20,0.03,0.02,1.0074999999999221,99,42.42424242424242
15min,12,26,50,0.01,0.01,1.0055000000000263,51,58.82352941176471
5min,9,15,20,0.02,0.01,1.005500000000012,81,40.74074074074074
0.5min,6,26,10,0.05,0.02,1.003999999999948,159,29.559748427672954
0.5min,3,20,10,0.03,0.03,1.003500000000031,193,49.740932642487046
5min,3,15,30,0.03,0.02,1.0029999999999717,77,42.857142857142854
5min,6,26,50,0.03,0.02,1.002999999999929,77,42.857142857142854
1min,9,50,10,0.02,0.01,0.9994999999999834,435,35.40229885057472
5min,12,15,20,0.03,0.02,0.9994999999999834,21,52.38095238095239
1min,3,15,20,0.05,0.03,0.9994999999999834,70,38.57142857142858
0.5min,6,20,10,0.02,0.03,0.9990000000000521,191,59.16230366492147
5min,3,26,50,0.02,0.01,0.9964999999999833,100,39.0
15min,3,26,50,0.01,0.01,0.9955000000000211,70,55.714285714285715
1min,12,26,10,0.02,0.03,0.9954999999999785,167,59.88023952095808
1min,3,50,50,0.03,0.03,0.9940000000000424,80,51.24999999999999
15min,6,10,50,0.01,0.03,0.9925000000000209,14,92.85714285714286
5min,12,26,50,0.01,0.01,0.9915000000000446,60,58.333333333333336
15min,3,60,10,0.01,0.01,0.991500000000002,108,53.70370370370371
15min,12,50,30,0.01,0.01,0.9900000000000091,87,54.02298850574713
1min,3,60,30,0.05,0.01,0.988000000000099,182,18.681318681318682
0.5min,6,15,10,0.02,0.02,0.9865000000000209,160,50.0
1min,9,60,30,0.03,0.01,0.9855000000000445,198,27.77777777777778
5min,3,20,30,0.03,0.02,0.9849999999999283,95,42.10526315789473
5min,9,15,20,0.03,0.01,0.9845000000000113,70,31.428571428571427
1min,3,60,50,0.02,0.03,0.9840000000000373,111,60.36036036036037
1min,3,20,10,0.03,0.03,0.9835000000000207,183,50.27322404371585
0.5min,6,26,10,0.05,0.01,0.9825000000000585,220,18.181818181818183
0.5min,9,60,30,0.02,0.03,0.9825000000000585,124,59.67741935483871
15min,12,60,30,0.01,0.01,0.9810000000000088,92,54.347826086956516
0.5min,3,10,30,0.01,0.02,0.9809999999999519,40,70.0
5min,6,50,10,0.03,0.02,0.9809999999998952,132,41.66666666666667
5min,3,26,20,0.01,0.02,0.979999999999947,164,66.46341463414635
15min,3,15,50,0.01,0.01,0.9795000000000158,58,56.896551724137936
0.5min,9,60,30,0.02,0.02,0.9790000000000703,137,50.36496350364964
5min,3,50,10,0.03,0.01,0.9774999999999778,160,28.125
15min,3,26,30,0.01,0.01,0.9730000000000273,80,55.00000000000001
5min,6,26,10,0.03,0.02,0.9719999999999231,127,41.732283464566926
15min,3,50,20,0.01,0.02,0.9710000000000036,97,68.04123711340206
5min,3,60,50,0.01,0.02,0.9694999999999254,147,66.66666666666666
15min,3,10,50,0.01,0.01,0.9675000000000153,35,62.857142857142854
1min,6,50,30,0.03,0.01,0.9675000000000153,193,27.979274611398964
5min,3,50,30,0.01,0.02,0.9664999999999537,161,66.45962732919256
1min,3,50,30,0.02,0.03,0.9655000000000342,175,60.0
5min,9,10,10,0.05,0.01,0.9655000000000058,10,40.0
5min,9,10,10,0.03,0.03,0.9655000000000058,10,70.0
5min,6,20,50,0.01,0.03,0.9630000000000081,55,78.18181818181819
15min,9,10,20,0.02,0.01,0.9624999999999915,8,87.5
0.5min,9,26,30,0.02,0.03,0.9585000000000151,45,62.22222222222222
0.5min,3,26,10,0.02,0.03,0.9575000000000954,258,58.91472868217055
1min,3,20,50,0.03,0.03,0.9570000000000078,28,53.57142857142857
0.5min,9,26,20,0.03,0.03,0.9519999999999982,58,51.724137931034484
0.5min,12,26,10,0.03,0.03,0.951000000000036,105,50.476190476190474
1min,6,50,10,0.01,0.02,0.9505000000000194,440,65.0
15min,12,15,50,0.02,0.03,0.9489999999999981,9,88.88888888888889
1min,12,60,20,0.05,0.01,0.9485000000000526,229,18.777292576419214
0.5min,9,60,50,0.02,0.03,0.9470000000000312,52,61.53846153846154
15min,3,20,30,0.01,0.01,0.9460000000000122,74,55.4054054054054
15min,3,10,10,0.01,0.01,0.9425000000000097,78,55.12820512820513
1min,3,50,50,0.03,0.02,0.9420000000000783,88,42.04545454545455
5min,9,20,50,0.01,0.02,0.9395000000000239,38,73.68421052631578
0.5min,3,60,30,0.05,0.01,0.9390000000000923,178,18.53932584269663
15min,3,26,20,0.01,0.02,0.9390000000000356,85,68.23529411764706
0.5min,3,20,30,0.05,0.01,0.9375000000000426,75,20.0
15min,9,10,20,0.03,0.03,0.9374999999999858,8,75.0
0.5min,6,20,20,0.05,0.02,0.9365000000000236,56,30.357142857142854
5min,12,20,50,0.03,0.02,0.9339999999999549,24,50.0
15min,3,50,50,0.01,0.02,0.9314999999999997,88,68.18181818181817
0.5min,9,15,10,0.05,0.01,0.9310000000001395,76,19.736842105263158
1min,3,60,50,0.03,0.03,0.9305000000000235,94,51.06382978723404
0.5min,3,10,30,0.02,0.01,0.9294999999999618,35,42.857142857142854
5min,12,20,20,0.01,0.02,0.929000000000002,100,68.0
5min,12,26,30,0.01,0.02,0.9289999999999736,102,67.64705882352942
0.5min,3,20,30,0.03,0.03,0.9270000000000351,58,51.724137931034484
1min,6,50,50,0.02,0.02,0.9265000000000896,93,52.68817204301075
0.5min,3,15,50,0.03,0.02,0.9259999999999877,22,50.0
5min,6,60,20,0.01,0.02,0.9259999999999877,189,66.13756613756614
5min,3,10,20,0.02,0.01,0.9259999999999877,100,39.0
0.5min,3,26,20,0.03,0.02,0.9250000000000256,144,40.97222222222222
1min,3,50,50,0.05,0.02,0.9245000000000941,66,30.303030303030305
15min,12,60,10,0.01,0.03,0.924000000000035,100,75.0
5min,12,20,50,0.01,0.02,0.9235000000000042,29,75.86206896551724
15min,3,50,10,0.01,0.01,0.9230000000000018,103,53.398058252427184
5min,3,50,30,0.03,0.02,0.9209999999999212,108,41.66666666666667
0.5min,6,20,20,0.05,0.01,0.9205000000000894,83,19.27710843373494
15min,3,50,50,0.01,0.01,0.9194999999999993,89,53.93258426966292
15min,3,15,20,0.01,0.02,0.9175000000000324,76,68.42105263157895
0.5min,6,26,20,0.05,0.03,0.9169999999999875,68,38.23529411764706
0.5min,3,50,50,0.05,0.03,0.9145000000000465,49,38.775510204081634
15min,12,15,50,0.03,0.03,0.9124999999999944,8,75.0
5min,6,60,30,0.01,0.01,0.9120000000000772,210,51.90476190476191
1min,6,26,20,0.02,0.03,0.9109999999999729,134,59.70149253731343
0.5min,6,15,10,0.03,0.01,0.906500000000051,164,28.04878048780488
5min,3,10,20,0.03,0.01,0.9039999999999963,87,29.88505747126437
0.5min,3,50,30,0.03,0.03,0.9030000000000199,118,50.0
1min,6,50,50,0.05,0.03,0.9025000000000177,48,39.58333333333333
1min,12,26,10,0.03,0.02,0.9020000000000438,155,41.29032258064516
1min,6,15,30,0.05,0.02,0.9005000000000365,29,34.48275862068966
5min,12,15,20,0.02,0.02,0.8989999999999866,24,62.5
1min,3,15,50,0.05,0.02,0.8985000000000268,20,35.0
5min,9,15,30,0.01,0.03,0.8985000000000126,39,79.48717948717949
15min,12,15,50,0.03,0.02,0.8984999999999986,9,66.66666666666666
15min,3,10,20,0.01,0.02,0.8950000000000244,70,68.57142857142857
0.5min,12,60,50,0.02,0.02,0.8945000000000078,53,52.83018867924528
0.5min,3,20,30,0.01,0.02,0.8940000000000053,95,65.26315789473685
15min,3,50,30,0.01,0.02,0.8940000000000053,96,67.70833333333334
5min,12,15,10,0.01,0.01,0.8930000000000292,75,56.00000000000001
5min,3,60,30,0.03,0.01,0.8909999999999769,143,27.972027972027973
5min,6,50,20,0.01,0.01,0.8900000000000858,214,51.86915887850467
0.5min,3,10,30,0.05,0.01,0.889999999999958,24,25.0
5min,6,20,30,0.01,0.02,0.8890000000000384,119,67.22689075630252
0.5min,3,15,30,0.05,0.01,0.8889999999999959,58,20.689655172413794
15min,9,10,20,0.02,0.02,0.8889999999999959,8,87.5
1min,6,26,10,0.03,0.01,0.8875000000000313,289,27.33564013840831
0.5min,12,60,20,0.03,0.03,0.887500000000017,128,50.0
1min,3,26,20,0.05,0.02,0.885500000000107,122,29.508196721311474
